order_id,order_datetime,pickup_area,drop_area,distance_km,estimated_time_min,order_value,festival_flag,delivery_agent_id,traffic_level,weather_condition,delivery_time_min
ORD104109,2023-10-19 09:36:00,Borivali,Bandra,3.1,20,795.83,No,AG26,High,Clear,12.37
ORD104110,2023-10-15 10:50:00,Andheri,Borivali,3.04,20,,No,AG102,Low,Clear,5.4
ORD104111,2023-10-13 15:53:00,Powai,Powai,2.75,15,443.42,No,AG206,High,Clear,12.22
ORD104112,2023-10-24 19:08:00,Andheri,Andheri,0.81,20,556.02,No,AG275,Low,Clear,1.09
ORD104113,2023-10-25 04:32:00,Andheri,Bandra,0.9,18,341.87,No,AG228,High,Rainy,10.76
ORD104114,2023-10-21 14:48:00,Thane,Goregaon,3.2,12,576.62,No,AG59,Medium,Foggy,12.36
ORD104115,2023-10-15 21:28:00,Kurla,Kurla,2.03,15,894.35,No,AG167,Low,Clear,5.4
ORD104116,2023-10-05 23:20:00,Goregaon,Powai,4.63,10,,No,AG202,Low,Clear,10.07
ORD104117,2023-10-03 19:42:00,Colaba,Kurla,2.33,12,190.5,No,AG274,Medium,Clear,7.43
ORD104118,2023-10-20 13:24:00,Kurla,Andheri,1.14,12,344.66,Yes,AG39,High,Rainy,11.22
ORD104119,2023-10-08 12:21:00,Kurla,Thane,3.72,12,981.22,Yes,AG20,Medium,Clear,10.47
ORD104120,2023-10-18 01:42:00,Andheri,Kurla,1.82,20,343.38,No,AG299,High,Rainy,14.05
ORD104121,2023-10-29 14:47:00,Thane,Goregaon,2.86,20,723.44,No,AG225,High,Clear,12.19
ORD104122,2023-10-09 20:05:00,Kurla,Colaba,3.64,15,328.11,No,AG231,Low,Rainy,10.6
ORD104123,2023-10-28 05:45:00,Borivali,Borivali,4.55,20,420.73,No,AG229,Medium,Clear,11.5
ORD104124,2023-10-01 18:40:00,Borivali,Kurla,4.06,20,272.15,Yes,AG276,Medium,Clear,12.13
ORD104125,2023-10-26 22:19:00,Kurla,Bandra,3.54,20,870.67,No,AG28,Medium,Clear,9.01
ORD104126,2023-10-18 20:07:00,Kurla,Borivali,3.56,15,894.38,No,AG73,Low,Clear,8.13
ORD104127,2023-10-21 17:05:00,Borivali,Thane,4.76,15,367.22,Yes,AG119,Low,Rainy,11.83
ORD104128,2023-10-07 19:34:00,Powai,Colaba,,18,841.23,No,AG155,,Foggy,10.54
ORD104129,2023-10-19 01:36:00,Borivali,Andheri,0.51,18,422.42,No,AG137,Low,Clear,0.92
ORD104130,2023-10-17 06:48:00,Thane,Borivali,1.72,18,189.12,No,AG183,Medium,Clear,5.79
ORD104131,2023-10-16 16:57:00,Goregaon,Borivali,1.48,18,782.27,No,AG219,High,Foggy,13.15
ORD104132,2023-10-01 03:42:00,Colaba,Thane,3.48,12,636.8,No,AG263,Low,Clear,8.57
ORD104133,2023-10-30 17:11:00,Thane,Bandra,3.35,12,346.94,No,AG150,Medium,Clear,8.99
ORD104134,2023-10-31 00:17:00,Thane,Powai,3.17,18,327.7,No,AG135,Medium,Clear,10.46
ORD104135,2023-10-26 06:15:00,Bandra,Bandra,0.57,18,978.06,No,AG211,Low,Clear,0.96
ORD104136,2023-10-27 22:53:00,Colaba,Borivali,3.78,10,876.25,No,AG243,Medium,Foggy,15.34
ORD104137,2023-10-29 18:28:00,Bandra,Bandra,1.96,12,828.82,No,AG295,Low,Clear,4.5
ORD104138,2023-10-03 17:38:00,Borivali,Kurla,3.49,10,215.22,No,AG151,Low,Clear,8.94
ORD104139,2023-10-11 12:37:00,Bandra,Thane,3.0,10,779.67,No,AG13,Low,Clear,6.58
ORD104140,2023-10-02 15:55:00,Andheri,Bandra,2.04,20,293.09,No,AG119,Medium,Clear,6.38
ORD104141,2023-10-30 00:21:00,Powai,Bandra,1.11,15,979.65,No,AG217,Medium,Rainy,8.83
ORD104142,2023-10-14 05:26:00,,Borivali,0.92,12,146.88,No,AG219,Medium,Clear,5.28
ORD104143,2023-10-01 16:20:00,Goregaon,Borivali,4.24,18,416.92,No,AG153,Low,Clear,8.94
ORD104144,2023-10-13 08:05:00,,Kurla,4.63,18,485.78,Yes,AG12,High,Foggy,19.8
ORD104145,2023-10-04 03:34:00,Powai,Thane,3.42,15,841.78,No,AG34,High,Clear,12.71
ORD104146,2023-10-06 09:09:00,Borivali,Andheri,0.97,12,789.6,No,AG222,Medium,Clear,5.09
ORD104147,2023-10-06 08:49:00,Bandra,Bandra,2.31,18,437.49,No,AG112,Low,Clear,5.96
ORD104148,2023-10-03 04:19:00,Powai,Kurla,3.78,18,609.0,No,AG69,Low,Clear,7.15
ORD104149,2023-10-31 13:43:00,,Goregaon,4.01,20,852.04,No,AG164,High,Clear,14.02
ORD104150,2023-10-06 01:39:00,Bandra,Borivali,1.03,10,116.38,No,AG246,Low,Clear,1.6
ORD104151,2023-10-31 10:11:00,Bandra,Colaba,0.5,18,821.96,No,AG112,,Clear,0.95
ORD104152,2023-10-01 22:03:00,Andheri,Colaba,3.7,12,952.21,Yes,AG256,Medium,Rainy,13.29
ORD104153,2023-10-10 12:06:00,Andheri,Borivali,2.1,15,128.86,Yes,AG260,Medium,Clear,8.18
ORD104154,2023-10-11 04:26:00,Borivali,Powai,1.65,20,141.02,No,AG107,Medium,Rainy,9.07
ORD104155,2023-10-29 10:16:00,Bandra,Andheri,0.56,12,410.06,Yes,AG61,Low,Clear,1.77
ORD104156,2023-10-13 03:03:00,Powai,Colaba,2.93,20,178.99,No,AG182,Medium,Foggy,12.41
ORD104157,2023-10-07 07:48:00,Colaba,Andheri,4.33,10,531.35,No,AG299,Medium,Rainy,15.05
ORD104158,2023-10-20 18:15:00,Borivali,Powai,4.81,18,755.84,No,AG256,Medium,Clear,11.5
ORD104159,2023-10-16 16:48:00,Bandra,Andheri,3.05,12,610.21,No,AG188,Low,Foggy,9.69
ORD104160,2023-10-17 12:07:00,Bandra,Thane,2.82,15,276.79,No,AG232,Medium,Clear,9.99
ORD104161,2023-10-09 01:20:00,Andheri,Powai,0.88,10,689.33,No,AG83,Medium,Rainy,8.17
ORD104162,2023-10-15 17:26:00,Powai,Kurla,2.97,10,716.37,No,AG76,Medium,Rainy,11.24
ORD104163,2023-10-03 15:01:00,Goregaon,Powai,2.21,20,939.2,Yes,AG225,Medium,Clear,6.78
ORD104164,2023-10-14 20:14:00,Bandra,Andheri,3.23,10,232.12,No,AG120,Low,Clear,6.9
ORD104165,2023-10-30 00:17:00,Powai,Bandra,,12,723.1,No,AG54,Low,Clear,4.19
ORD104166,2023-10-18 18:43:00,Bandra,Colaba,1.58,20,920.28,Yes,AG261,Low,Clear,3.85
ORD104167,2023-10-04 07:48:00,Bandra,Bandra,0.93,10,551.41,No,AG202,Medium,Clear,4.88
ORD104168,2023-10-18 20:50:00,Andheri,Powai,,15,425.62,No,AG287,Medium,Clear,8.2
ORD104169,2023-10-05 09:36:00,Kurla,Bandra,0.93,12,253.67,No,AG107,Medium,Clear,4.97
ORD104170,2023-10-14 14:05:00,Goregaon,Powai,1.3,15,880.11,Yes,AG20,Low,Clear,4.34
ORD104171,2023-10-28 20:32:00,Goregaon,Thane,4.94,15,454.82,No,AG70,High,Clear,15.59
ORD104172,2023-10-07 04:23:00,Andheri,Bandra,2.5,20,932.39,No,AG290,Low,Clear,5.54
ORD104173,2023-10-18 05:50:00,Bandra,Goregaon,2.89,18,862.98,No,AG46,Medium,Clear,8.77
ORD104174,2023-10-08 17:27:00,Kurla,Goregaon,4.43,20,438.98,No,AG170,Low,Rainy,13.72
ORD104175,2023-10-31 17:28:00,Borivali,Kurla,4.98,12,616.52,No,AG287,Medium,Rainy,15.36
ORD104176,2023-10-02 00:52:00,Goregaon,Kurla,,12,124.46,Yes,AG189,Medium,Clear,9.46
ORD104177,2023-10-15 19:18:00,Colaba,Colaba,4.16,20,336.9,No,AG156,High,Rainy,17.52
ORD104178,2023-10-21 05:00:00,Goregaon,Colaba,,18,739.25,Yes,AG84,Medium,Rainy,9.92
ORD104179,2023-10-02 15:17:00,Colaba,Kurla,1.88,20,710.12,Yes,AG117,Low,Foggy,9.62
ORD104180,2023-10-20 08:53:00,Powai,Andheri,2.31,12,418.03,Yes,AG117,Medium,Clear,7.66
ORD104181,2023-10-22 12:22:00,Colaba,,3.53,18,827.75,No,AG90,Medium,Clear,9.92
ORD104182,2023-10-27 20:13:00,Thane,Goregaon,3.57,12,312.25,No,AG154,High,Clear,13.09
ORD104183,2023-10-19 16:18:00,Andheri,Bandra,1.92,18,515.14,Yes,AG47,Low,Clear,2.72
ORD104184,2023-10-02 05:47:00,Colaba,Powai,1.1,18,525.28,No,AG193,Medium,Clear,5.04
ORD104185,2023-10-18 18:04:00,Powai,Kurla,3.35,20,406.74,Yes,AG191,Low,Clear,6.63
ORD104186,2023-10-10 02:25:00,Andheri,Colaba,1.08,20,959.2,No,AG36,Medium,Clear,4.95
ORD104187,2023-10-23 03:53:00,Bandra,Colaba,3.1,20,727.02,No,AG282,Low,Clear,7.18
ORD104188,2023-10-05 23:35:00,Powai,Goregaon,3.62,18,585.28,No,AG178,Medium,Clear,10.7
ORD104189,2023-10-09 13:13:00,Goregaon,Bandra,3.65,18,559.46,No,AG131,Medium,Foggy,16.31
ORD104190,2023-10-20 16:51:00,Thane,,3.89,12,243.37,No,AG276,Low,Foggy,14.12
ORD104191,2023-10-11 21:21:00,Powai,Powai,4.43,15,434.97,No,AG127,Medium,Rainy,14.85
ORD104192,2023-10-21 08:48:00,Goregaon,Colaba,2.75,20,705.5,Yes,AG299,Medium,Clear,9.06
ORD104193,2023-10-23 14:17:00,Bandra,Kurla,3.79,12,,Yes,AG222,Low,Foggy,12.18
ORD104194,2023-10-08 21:20:00,Bandra,Andheri,3.29,12,834.82,No,AG200,Low,Clear,7.77
ORD104195,2023-10-11 06:29:00,Goregaon,Colaba,1.34,10,370.35,No,AG13,Medium,Rainy,8.89
ORD104196,2023-10-31 19:21:00,Powai,Borivali,0.62,20,490.56,No,AG239,Medium,Clear,3.26
ORD104197,2023-10-01 22:08:00,Borivali,Colaba,1.78,12,174.63,Yes,AG107,Medium,Clear,6.1
ORD104198,2023-10-21 00:38:00,Goregaon,Kurla,2.49,10,191.96,No,AG154,Medium,Rainy,9.28
ORD104199,2023-10-16 00:57:00,Powai,Borivali,3.28,20,523.21,Yes,AG150,High,Rainy,15.38
ORD104200,2023-10-01 21:11:00,Kurla,Goregaon,4.32,18,577.2,Yes,AG197,Low,Rainy,12.6
ORD104201,2023-10-14 17:57:00,Thane,Goregaon,1.38,10,337.62,No,AG242,Medium,Foggy,9.69
ORD104202,2023-10-23 22:31:00,Kurla,Thane,1.06,18,678.5,No,AG131,Medium,Clear,4.12
ORD104203,2023-10-25 12:34:00,Thane,Goregaon,4.84,15,733.04,No,AG200,High,Clear,15.6
ORD104204,2023-10-03 20:41:00,Goregaon,Bandra,0.99,15,369.2,No,AG91,Medium,Clear,5.14
ORD104205,2023-10-03 17:01:00,Kurla,Bandra,2.65,15,782.58,No,AG63,Medium,Clear,8.76
ORD104206,2023-10-29 21:28:00,Thane,Kurla,3.14,15,285.04,Yes,AG177,Low,Rainy,10.55
ORD104207,2023-10-22 03:22:00,Borivali,Borivali,2.94,12,589.83,No,AG294,High,Rainy,14.57
ORD104208,2023-10-27 12:52:00,Goregaon,Thane,0.89,15,823.85,No,AG183,Medium,Clear,4.64
ORD104209,2023-10-20 11:24:00,Andheri,Goregaon,0.76,12,583.31,No,AG279,Medium,Clear,4.78
ORD104210,2023-10-06 22:00:00,Thane,Andheri,0.97,12,917.17,No,AG146,Low,Clear,2.52
ORD104211,2023-10-04 14:23:00,Thane,Borivali,3.14,20,152.65,No,AG43,High,Rainy,14.43
ORD104212,2023-10-30 06:28:00,Powai,Powai,2.95,12,629.48,No,AG250,Medium,Clear,8.52
ORD104213,2023-10-01 07:47:00,Bandra,Goregaon,1.55,12,605.58,Yes,AG138,Low,Clear,4.49
ORD104214,2023-10-01 08:43:00,Andheri,Bandra,3.37,15,694.32,Yes,AG59,Low,Clear,8.46
ORD104215,2023-10-30 22:22:00,Bandra,Powai,4.19,12,850.07,No,AG218,Medium,Clear,12.31
ORD104216,2023-10-07 02:52:00,Colaba,Andheri,0.69,18,753.27,No,AG33,Low,Rainy,4.53
ORD104217,2023-10-20 20:19:00,Borivali,Powai,2.74,15,811.25,No,AG227,Medium,Foggy,14.41
ORD104218,2023-10-26 22:14:00,Andheri,Bandra,3.6,10,359.94,No,AG2,High,Clear,12.49
ORD104219,2023-10-08 15:23:00,Kurla,Bandra,1.64,15,448.75,No,AG173,Medium,Clear,6.05
ORD104220,2023-10-02 08:31:00,Bandra,Borivali,1.88,12,664.1,No,AG7,High,Rainy,13.95
ORD104221,2023-10-29 22:45:00,Colaba,Andheri,3.26,18,598.12,No,AG83,Medium,Rainy,10.85
ORD104222,2023-10-20 06:00:00,Andheri,Borivali,4.54,15,964.99,Yes,AG85,Medium,Clear,12.21
ORD104223,2023-10-07 20:25:00,Bandra,Colaba,4.14,18,268.15,No,AG40,Medium,Clear,10.99
ORD104224,2023-10-04 08:36:00,Borivali,Kurla,3.12,10,416.15,No,AG263,Medium,Foggy,11.84
ORD104225,2023-10-17 15:10:00,Borivali,Thane,3.79,10,615.48,Yes,AG49,Medium,Clear,9.2
ORD104226,2023-10-18 06:42:00,Bandra,Thane,2.14,20,881.17,No,AG208,Medium,Foggy,12.4
ORD104227,2023-10-24 18:43:00,Thane,Colaba,3.38,20,936.41,No,AG290,High,Clear,13.28
ORD104228,2023-10-22 19:36:00,Borivali,Thane,2.6,15,402.43,No,AG283,Medium,Clear,9.15
ORD104229,2023-10-06 02:37:00,Colaba,Colaba,1.35,20,160.4,No,AG37,High,Clear,7.66
ORD104230,2023-10-05 23:04:00,Borivali,Andheri,3.66,18,479.46,Yes,AG147,Medium,Rainy,13.61
ORD104231,2023-10-05 08:59:00,Colaba,Andheri,3.0,20,454.91,No,AG51,Medium,Foggy,15.26
ORD104232,2023-10-19 07:56:00,Borivali,Andheri,2.11,18,987.84,No,AG117,Medium,Clear,6.98
ORD104233,2023-10-17 23:50:00,Colaba,Powai,4.6,20,487.96,Yes,AG154,Medium,Clear,12.25
ORD104234,2023-10-09 06:54:00,Thane,Kurla,0.59,20,375.15,No,AG141,Low,Clear,2.19
ORD104235,2023-10-22 00:44:00,Colaba,Colaba,1.92,20,428.84,Yes,AG246,Medium,Rainy,9.73
ORD104236,2023-10-22 17:39:00,Borivali,,0.76,12,457.23,No,AG198,High,Rainy,9.74
ORD104237,2023-10-09 21:35:00,Goregaon,Thane,3.95,12,839.39,No,AG30,Low,Rainy,11.94
ORD104238,2023-10-29 14:00:00,Goregaon,Thane,3.66,20,172.91,No,AG131,High,Clear,14.95
ORD104239,2023-10-31 13:41:00,Powai,Kurla,1.99,18,384.86,No,AG288,Low,Clear,4.93
ORD104240,2023-10-22 20:03:00,Andheri,Colaba,3.54,15,969.69,No,AG105,Medium,Clear,11.3
ORD104241,2023-10-28 10:27:00,Borivali,Kurla,2.28,10,237.79,Yes,AG250,Medium,Clear,10.42
ORD104242,2023-10-28 13:17:00,Kurla,Thane,3.9,12,768.34,No,AG231,Low,Clear,7.99
ORD104243,2023-10-04 21:33:00,Colaba,Colaba,2.54,20,420.75,Yes,AG148,Low,Foggy,10.62
ORD104244,2023-10-15 15:23:00,Colaba,Colaba,2.36,10,623.61,Yes,AG14,Medium,Clear,6.56
ORD104245,2023-10-17 01:56:00,Borivali,Thane,4.71,12,189.59,No,AG66,Low,Clear,10.28
ORD104246,2023-10-24 07:03:00,Kurla,Bandra,1.63,15,375.77,No,AG65,Low,Rainy,9.76
ORD104247,2023-10-09 13:34:00,Colaba,Kurla,1.04,18,550.78,No,AG275,,Rainy,6.73
ORD104248,2023-10-15 10:00:00,Colaba,Goregaon,3.13,20,,Yes,AG208,Low,Clear,7.57
ORD104249,2023-10-13 06:21:00,Colaba,Kurla,4.86,15,587.68,No,AG148,Low,Clear,9.54
ORD104250,2023-10-03 18:51:00,Powai,Borivali,,12,297.78,No,AG124,Medium,Clear,6.79
ORD104251,2023-10-01 23:14:00,Powai,Kurla,0.78,20,685.09,Yes,AG104,High,Clear,6.72
ORD104252,2023-10-23 13:04:00,Kurla,Andheri,2.03,10,913.92,No,AG15,Low,Rainy,7.03
ORD104253,2023-10-30 07:12:00,Kurla,Thane,2.78,18,176.94,Yes,AG78,Low,Rainy,10.39
ORD104254,2023-10-06 10:19:00,Andheri,Borivali,1.23,12,294.95,No,AG218,Medium,Clear,6.15
ORD104255,2023-10-03 20:40:00,Powai,Andheri,3.46,18,859.98,No,AG179,Low,Rainy,10.76
ORD104256,2023-10-04 00:30:00,Borivali,Andheri,4.99,20,668.4,No,AG16,Medium,Rainy,15.43
ORD104257,2023-10-14 00:37:00,Kurla,Kurla,2.53,15,170.84,Yes,AG295,Low,Foggy,10.79
ORD104258,2023-10-26 20:59:00,Powai,Goregaon,2.1,18,537.72,Yes,AG300,Low,Rainy,9.88
ORD104259,2023-10-11 08:15:00,Kurla,Borivali,2.3,10,288.78,Yes,AG197,Low,Clear,6.59
ORD104260,2023-10-04 15:15:00,Borivali,Borivali,,12,279.19,Yes,AG96,Low,Clear,3.15
ORD104261,2023-10-31 10:53:00,Andheri,Goregaon,4.47,10,946.58,Yes,AG60,Medium,Clear,12.86
ORD104262,2023-10-02 10:33:00,Kurla,Colaba,2.37,18,785.39,No,AG286,Low,Clear,6.71
ORD104263,2023-10-26 07:04:00,Powai,Goregaon,,15,726.61,Yes,AG97,High,Clear,10.63
ORD104264,2023-10-25 19:39:00,Powai,Andheri,,15,315.04,No,AG213,Medium,Clear,10.09
ORD104265,2023-10-15 03:40:00,Powai,Kurla,2.49,10,206.72,No,AG194,High,Rainy,13.45
ORD104266,2023-10-15 18:07:00,Goregaon,Thane,3.42,20,883.75,Yes,AG232,Low,Clear,8.67
ORD104267,2023-10-03 01:58:00,Bandra,Kurla,0.78,20,105.29,No,AG236,Low,Foggy,6.39
ORD104268,2023-10-02 12:20:00,Andheri,Powai,4.16,15,449.29,Yes,AG64,Medium,Clear,10.34
ORD104269,2023-10-29 22:04:00,Kurla,Colaba,4.73,10,349.85,No,AG194,Low,Clear,9.52
ORD104270,2023-10-26 04:03:00,Colaba,Colaba,3.42,10,613.34,No,AG213,High,Clear,12.8
ORD104271,2023-10-30 14:03:00,Powai,Bandra,4.8,10,325.46,Yes,AG212,Medium,Clear,11.65
ORD104272,2023-10-10 19:40:00,Thane,Bandra,1.18,18,380.08,No,AG223,Medium,Clear,8.08
ORD104273,2023-10-14 02:06:00,Borivali,Borivali,2.65,20,865.04,Yes,AG40,Low,Rainy,9.79
ORD104274,2023-10-22 01:35:00,Goregaon,Powai,3.21,20,642.87,No,AG1,Medium,Clear,8.93
ORD104275,2023-10-02 09:54:00,Andheri,Kurla,3.12,18,231.11,No,AG72,Medium,Rainy,12.42
ORD104276,2023-10-13 12:06:00,Colaba,Goregaon,2.31,12,753.82,Yes,AG161,Medium,Clear,8.36
ORD104277,2023-10-20 13:14:00,Kurla,Borivali,2.02,18,286.71,No,AG202,,Clear,5.26
ORD104278,2023-10-28 19:50:00,Powai,Goregaon,1.07,10,489.7,Yes,AG124,High,Rainy,10.18
ORD104279,2023-10-22 19:00:00,Thane,Andheri,2.26,18,681.95,Yes,AG143,High,Clear,10.41
ORD104280,2023-10-15 12:29:00,Thane,Borivali,1.23,10,344.74,Yes,AG90,High,Clear,8.22
ORD104281,2023-10-26 13:56:00,Goregaon,Colaba,3.8,15,445.7,No,AG17,Medium,Clear,10.15
ORD104282,2023-10-20 19:06:00,Goregaon,Andheri,1.44,10,760.73,No,AG69,Medium,Clear,5.05
ORD104283,2023-10-11 20:43:00,Colaba,Powai,0.76,20,944.12,No,AG66,Low,Clear,3.4
ORD104284,2023-10-26 00:29:00,Colaba,Borivali,2.99,18,576.32,No,AG69,High,Clear,12.45
ORD104285,2023-10-17 10:37:00,Kurla,Borivali,3.18,10,108.97,Yes,AG113,High,Clear,12.82
ORD104286,2023-10-07 03:06:00,Kurla,Bandra,4.42,12,404.62,No,AG138,Low,Clear,7.99
ORD104287,2023-10-01 19:45:00,Powai,Powai,3.1,15,458.77,No,AG279,Medium,Rainy,11.8
ORD104288,2023-10-03 18:50:00,Colaba,Powai,2.05,12,405.26,No,AG21,High,Clear,11.35
ORD104289,2023-10-27 06:57:00,Andheri,Colaba,4.11,12,492.64,No,AG38,Low,Foggy,13.61
ORD104290,2023-10-19 04:40:00,Borivali,Kurla,2.93,12,669.4,No,AG107,Low,Clear,5.7
ORD104291,2023-10-17 08:22:00,Bandra,Goregaon,0.86,15,209.02,Yes,AG225,High,Rainy,12.39
ORD104292,2023-10-14 15:46:00,Bandra,Kurla,3.05,15,345.37,Yes,AG217,High,Rainy,12.68
ORD104293,2023-10-20 14:11:00,Borivali,Thane,4.59,15,556.88,No,AG284,High,Clear,15.31
ORD104294,2023-10-08 04:51:00,Colaba,,2.28,15,384.02,No,AG114,Low,Foggy,11.28
ORD104295,2023-10-02 01:08:00,Thane,Bandra,1.83,12,991.98,No,AG216,Low,Clear,3.09
ORD104296,2023-10-10 18:27:00,Powai,Borivali,1.15,20,488.29,No,AG250,Medium,Clear,4.82
ORD104297,2023-10-17 20:48:00,Goregaon,Thane,1.18,20,882.82,Yes,AG184,Medium,Clear,3.95
ORD104298,2023-10-12 09:37:00,Colaba,Borivali,2.45,15,906.86,No,AG9,Low,Foggy,11.31
ORD104299,2023-10-29 17:49:00,Goregaon,Kurla,3.18,18,852.41,No,AG49,High,Rainy,14.54
ORD104300,2023-10-05 04:30:00,Kurla,Borivali,0.86,10,142.21,No,AG243,High,Clear,8.71
ORD104301,2023-10-10 19:21:00,Colaba,Thane,4.73,18,952.97,No,AG232,Low,Clear,11.85
ORD104302,2023-10-10 11:00:00,Andheri,Kurla,3.9,18,215.87,No,AG37,Low,Clear,7.51
ORD104303,2023-10-17 18:42:00,Thane,Kurla,3.14,18,130.96,No,AG168,Low,Clear,5.78
ORD104304,2023-10-22 04:03:00,Powai,Goregaon,4.23,20,472.93,No,AG77,Medium,Clear,11.94
ORD104305,2023-10-08 16:52:00,Borivali,Thane,0.86,10,275.17,No,AG156,Low,Clear,3.5
ORD104306,2023-10-27 17:54:00,Thane,Borivali,2.65,18,265.78,Yes,AG142,Medium,Clear,8.23
ORD104307,2023-10-02 13:22:00,Kurla,Thane,3.34,15,359.04,No,AG207,Medium,Foggy,13.71
ORD104308,2023-10-07 06:40:00,Bandra,Thane,4.23,20,323.57,Yes,AG62,High,Clear,15.94
ORD104309,2023-10-30 06:50:00,Powai,Goregaon,4.03,15,716.32,No,AG141,Low,Rainy,11.82
ORD104310,2023-10-03 10:12:00,Thane,,1.75,15,268.1,Yes,AG151,Medium,Clear,7.88
ORD104311,2023-10-22 15:44:00,Borivali,,4.73,18,588.81,No,AG14,Medium,Foggy,15.88
ORD104312,2023-10-23 14:38:00,Borivali,Bandra,1.06,15,987.78,No,AG85,Medium,Clear,7.52
ORD104313,2023-10-23 10:54:00,Powai,Thane,4.44,10,489.14,Yes,AG109,High,Clear,14.0
ORD104314,2023-10-19 18:21:00,Borivali,Bandra,4.87,15,677.69,Yes,AG126,Medium,Rainy,16.92
ORD104315,2023-10-20 09:26:00,Colaba,Kurla,1.3,18,972.43,No,AG180,High,Rainy,10.63
ORD104316,2023-10-11 05:06:00,Bandra,Goregaon,3.75,15,223.88,No,AG33,Low,Clear,9.29
ORD104317,2023-10-15 01:31:00,Andheri,Goregaon,0.68,20,476.75,Yes,AG235,Medium,Clear,4.35
ORD104318,2023-10-08 00:40:00,Colaba,Thane,2.32,20,865.17,Yes,AG156,Medium,Clear,7.92
ORD104319,2023-10-08 22:14:00,Borivali,Thane,2.82,20,939.08,No,AG203,High,Clear,12.31
ORD104320,2023-10-15 19:13:00,Kurla,Colaba,3.11,12,641.11,No,AG185,Low,Clear,7.47
ORD104321,2023-10-08 15:47:00,Goregaon,Thane,4.71,20,229.08,Yes,AG223,Low,Clear,10.58
ORD104322,2023-10-25 10:51:00,Goregaon,,3.53,20,911.32,No,AG158,Medium,Clear,8.2
ORD104323,2023-10-24 12:13:00,Borivali,Thane,2.67,12,257.0,No,AG72,Low,Clear,7.72
ORD104324,2023-10-13 05:52:00,Goregaon,Kurla,4.14,20,417.59,Yes,AG193,Medium,Clear,12.81
ORD104325,2023-10-01 11:00:00,Borivali,Thane,,18,437.96,No,AG27,High,Rainy,18.45
ORD104326,2023-10-03 11:01:00,Colaba,Andheri,0.6,20,502.56,Yes,AG57,High,Clear,7.76
ORD104327,2023-10-18 03:09:00,Thane,Powai,4.92,20,,Yes,AG282,Low,Clear,12.21
ORD104328,2023-10-10 14:12:00,Borivali,Powai,0.89,12,821.93,Yes,AG197,Low,Clear,3.38
ORD104329,2023-10-21 18:58:00,Borivali,Goregaon,4.16,18,747.69,No,AG127,Medium,Clear,10.79
ORD104330,2023-10-25 11:02:00,Goregaon,Andheri,1.76,15,119.92,No,AG251,Medium,Clear,5.32
ORD104331,2023-10-01 06:12:00,Powai,Borivali,1.09,10,608.36,No,AG66,Medium,Clear,5.81
ORD104332,2023-10-10 05:14:00,Borivali,Kurla,2.48,18,772.74,Yes,AG195,Medium,Rainy,11.1
ORD104333,2023-10-29 08:46:00,Goregaon,Powai,3.4,15,500.16,Yes,AG112,Medium,Foggy,13.79
ORD104334,2023-10-06 10:54:00,Goregaon,Colaba,2.21,18,950.44,No,AG35,Low,Rainy,7.66
ORD104335,2023-10-18 07:11:00,Goregaon,Goregaon,0.75,15,841.43,Yes,AG291,Medium,Clear,4.16
ORD104336,2023-10-07 00:11:00,Colaba,Thane,3.2,15,674.34,No,AG300,Low,Clear,7.74
ORD104337,2023-10-27 08:58:00,Colaba,Bandra,4.56,18,156.18,No,AG183,Low,Foggy,13.83
ORD104338,2023-10-04 00:53:00,Andheri,Goregaon,2.22,12,687.11,No,AG196,Medium,Clear,7.47
ORD104339,2023-10-22 04:24:00,Borivali,Powai,1.47,18,920.42,Yes,AG172,Medium,Clear,5.91
ORD104340,2023-10-21 03:21:00,Bandra,Bandra,2.49,18,441.5,No,AG183,Medium,Clear,8.64
ORD104341,2023-10-30 06:19:00,Kurla,Andheri,0.72,15,854.32,Yes,AG299,Medium,Rainy,6.0
ORD104342,2023-10-15 07:23:00,Powai,Colaba,4.19,10,381.85,No,AG81,Low,Clear,9.02
ORD104343,2023-10-26 11:42:00,Borivali,Powai,4.22,15,613.09,No,AG94,,Clear,10.34
ORD104344,2023-10-06 16:51:00,Bandra,Andheri,3.15,20,683.58,No,AG249,Medium,Rainy,12.46
ORD104345,2023-10-20 13:56:00,Colaba,Powai,2.09,18,710.2,No,AG225,Low,Rainy,7.37
ORD104346,2023-10-23 02:07:00,Colaba,Bandra,4.1,18,894.29,No,AG193,Medium,Clear,12.14
ORD104347,2023-10-05 04:50:00,Thane,Colaba,3.0,12,311.16,Yes,AG135,Medium,Rainy,11.59
ORD104348,2023-10-07 06:34:00,Bandra,Andheri,4.22,15,336.13,Yes,AG48,Medium,Clear,10.86
ORD104349,2023-10-13 22:23:00,Colaba,Colaba,3.34,12,733.64,No,AG153,High,Rainy,14.85
ORD104350,2023-10-11 19:27:00,Kurla,Borivali,4.03,18,,No,AG24,High,Clear,14.31
ORD104351,2023-10-21 07:58:00,Goregaon,Thane,3.19,15,,No,AG14,High,Clear,11.11
ORD104352,2023-10-02 19:37:00,Thane,Borivali,2.36,15,118.03,No,AG111,Medium,Rainy,10.63
ORD104353,2023-10-07 17:18:00,Powai,Goregaon,4.81,20,226.88,Yes,AG281,Medium,Clear,12.5
ORD104354,2023-10-26 04:20:00,Borivali,Thane,2.94,20,710.96,No,AG166,Medium,Clear,8.36
